institute,driving_model,experiment,ensemble,rcm_name,rcm_version,time_frequency,variable
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,day,pr
CLMcom-ETH,ICHEC-EC-EARTH,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tas
CLMcom-ETH,ICHEC-EC-EARTH,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tasmax
CLMcom-ETH,ICHEC-EC-EARTH,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tasmin
CLMcom-ETH,ICHEC-EC-EARTH,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,day,pr
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,day,pr
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,pr
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tas
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tasmax
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tasmin
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,day,tasmin
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,day,tas
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,day,tasmax
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,pr
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tasmax
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tasmin
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,day,tas
GERICS,ICHEC-EC-EARTH,rcp45,r12i1p1,REMO2015,v1,day,pr
GERICS,ICHEC-EC-EARTH,rcp45,r12i1p1,REMO2015,v1,day,tas
GERICS,ICHEC-EC-EARTH,rcp45,r12i1p1,REMO2015,v1,day,tasmax
GERICS,ICHEC-EC-EARTH,rcp45,r12i1p1,REMO2015,v1,day,tasmin
MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,ICHEC-EC-EARTH,rcp85,r12i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,ICHEC-EC-EARTH,rcp85,r12i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,ICHEC-EC-EARTH,rcp85,r12i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,MPI-M-MPI-ESM-LR,historical,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,MPI-M-MPI-ESM-LR,historical,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,MPI-M-MPI-ESM-LR,historical,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,ICHEC-EC-EARTH,rcp26,r12i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,ECMWF-ERAINT,evaluation,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,MOHC-HadGEM2-ES,historical,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,MOHC-HadGEM2-ES,historical,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,ICHEC-EC-EARTH,rcp26,r12i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,ICHEC-EC-EARTH,rcp26,r12i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,ICHEC-EC-EARTH,rcp26,r12i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,ICHEC-EC-EARTH,historical,r12i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,ICHEC-EC-EARTH,historical,r12i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,ICHEC-EC-EARTH,historical,r12i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,ICHEC-EC-EARTH,historical,r12i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,ICHEC-EC-EARTH,rcp85,r12i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,MOHC-HadGEM2-ES,rcp26,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,MOHC-HadGEM2-ES,rcp26,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,MOHC-HadGEM2-ES,rcp26,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HadREM3-GA7-05,v2,day,pr
MOHC,NCC-NorESM1-M,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,NCC-NorESM1-M,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,NCC-NorESM1-M,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,NCC-NorESM1-M,rcp85,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,MOHC-HadGEM2-ES,rcp26,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HadREM3-GA7-05,v2,day,tasmax
MOHC,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HadREM3-GA7-05,v2,day,tasmin
MOHC,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HadREM3-GA7-05,v2,day,tas
MOHC,MOHC-HadGEM2-ES,historical,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,MOHC-HadGEM2-ES,historical,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,NCC-NorESM1-M,historical,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HadREM3-GA7-05,v2,day,tasmax
MOHC,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HadREM3-GA7-05,v2,day,tasmin
MOHC,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HadREM3-GA7-05,v2,day,tas
MOHC,MPI-M-MPI-ESM-LR,historical,r1i1p1,HadREM3-GA7-05,v1,day,pr
MOHC,NCC-NorESM1-M,historical,r1i1p1,HadREM3-GA7-05,v1,day,tasmax
MOHC,NCC-NorESM1-M,historical,r1i1p1,HadREM3-GA7-05,v1,day,tasmin
MOHC,NCC-NorESM1-M,historical,r1i1p1,HadREM3-GA7-05,v1,day,tas
MOHC,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HadREM3-GA7-05,v2,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALADIN53,v1,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALADIN53,v1,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN53,v1,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN53,v1,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN53,v1,day,tasmin
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN53,v1,day,tasmin
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN53,v1,day,pr
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN53,v1,day,tasmin
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN53,v1,day,pr
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN53,v1,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN53,v1,day,tasmin
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN53,v1,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN53,v1,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN53,v1,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN53,v1,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN53,v1,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN53,v1,day,tas
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN53,v1,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN63,v2,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN63,v2,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN63,v2,day,tasmin
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN63,v2,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALADIN63,v2,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALADIN63,v2,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALADIN63,v2,day,tasmin
CNRM,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALADIN63,v2,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN63,v2,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN63,v2,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN63,v2,day,tasmin
CNRM,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALADIN63,v2,day,tas
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN63,v1,day,pr
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN63,v1,day,tasmax
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN63,v1,day,tasmin
CNRM,ECMWF-ERAINT,evaluation,r1i1p1,ALADIN63,v1,day,tas
CNRM,MOHC-HadGEM2-ES,rcp85,r1i1p1,ALADIN63,v1,day,pr
CNRM,MOHC-HadGEM2-ES,rcp85,r1i1p1,ALADIN63,v1,day,tasmin
CNRM,MOHC-HadGEM2-ES,rcp85,r1i1p1,ALADIN63,v1,day,tasmax
CNRM,MOHC-HadGEM2-ES,rcp85,r1i1p1,ALADIN63,v1,day,tas
IPSL,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,WRF381P,v2,day,pr
IPSL,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,WRF381P,v2,day,tasmax
IPSL,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,WRF381P,v2,day,tasmin
IPSL,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,WRF381P,v2,day,tas
IPSL,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,WRF381P,v2,day,pr
IPSL,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,WRF381P,v2,day,tasmax
IPSL,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,WRF381P,v2,day,tasmin
IPSL,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,WRF381P,v2,day,tas
IPSL,ECMWF-ERAINT,evaluation,r1i1p1,WRF381P,v1,day,pr
IPSL,ECMWF-ERAINT,evaluation,r1i1p1,WRF381P,v1,day,tasmin
IPSL,ECMWF-ERAINT,evaluation,r1i1p1,WRF381P,v1,day,tasmax
IPSL,ECMWF-ERAINT,evaluation,r1i1p1,WRF381P,v1,day,tas
IPSL,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF381P,v1,day,tasmax
IPSL,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF381P,v1,day,tasmin
IPSL,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,WRF381P,v1,day,pr
IPSL,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,WRF381P,v1,day,tasmax
IPSL,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,WRF381P,v1,day,tas
IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF381P,v1,day,tasmax
IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF381P,v1,day,tasmin
IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF381P,v1,day,tas
IPSL,MOHC-HadGEM2-ES,historical,r1i1p1,WRF381P,v1,day,pr
IPSL,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF381P,v1,day,pr
IPSL,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF381P,v1,day,tas
IPSL,NCC-NorESM1-M,historical,r1i1p1,WRF381P,v1,day,tasmax
IPSL,NCC-NorESM1-M,historical,r1i1p1,WRF381P,v1,day,tasmin
IPSL,NCC-NorESM1-M,rcp85,r1i1p1,WRF381P,v1,day,pr
IPSL,NCC-NorESM1-M,rcp85,r1i1p1,WRF381P,v1,day,tasmax
IPSL,NCC-NorESM1-M,rcp85,r1i1p1,WRF381P,v1,day,tasmin
IPSL,NCC-NorESM1-M,rcp85,r1i1p1,WRF381P,v1,day,tas
CNRM,MOHC-HadGEM2-ES,historical,r1i1p1,ALADIN63,v1,day,pr
CNRM,MOHC-HadGEM2-ES,historical,r1i1p1,ALADIN63,v1,day,tasmax
CNRM,MOHC-HadGEM2-ES,historical,r1i1p1,ALADIN63,v1,day,tasmin
CNRM,MOHC-HadGEM2-ES,historical,r1i1p1,ALADIN63,v1,day,tas
IPSL,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF381P,v1,day,pr
IPSL,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF381P,v1,day,tas
IPSL,IPSL-IPSL-CM5A-MR,rcp45,r1i1p1,WRF381P,v1,day,tasmin
IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF381P,v1,day,pr
IPSL,MOHC-HadGEM2-ES,historical,r1i1p1,WRF381P,v1,day,tasmax
IPSL,MOHC-HadGEM2-ES,historical,r1i1p1,WRF381P,v1,day,tasmin
IPSL,MOHC-HadGEM2-ES,historical,r1i1p1,WRF381P,v1,day,tas
IPSL,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF381P,v1,day,tasmax
IPSL,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF381P,v1,day,tasmin
IPSL,NCC-NorESM1-M,historical,r1i1p1,WRF381P,v1,day,pr
IPSL,NCC-NorESM1-M,historical,r1i1p1,WRF381P,v1,day,tas
CNRM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ALADIN63,v1,day,pr
CNRM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ALADIN63,v1,day,tas
CNRM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ALADIN63,v1,day,tasmax
CNRM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ALADIN63,v1,day,tasmin
IPSL,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF381P,v1,day,pr
IPSL,ICHEC-EC-EARTH,historical,r12i1p1,WRF381P,v1,day,tasmin
IPSL,ICHEC-EC-EARTH,historical,r12i1p1,WRF381P,v1,day,tas
IPSL,ICHEC-EC-EARTH,historical,r12i1p1,WRF381P,v1,day,tasmax
IPSL,ICHEC-EC-EARTH,historical,r12i1p1,WRF381P,v1,day,pr
IPSL,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF381P,v1,day,tasmax
IPSL,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF381P,v1,day,tasmin
IPSL,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF381P,v1,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN63,v2,day,pr
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN63,v2,day,tas
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN63,v2,day,tasmax
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN63,v2,day,tasmin
IPSL,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF381P,v1,day,tas
IPSL,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF381P,v1,day,tasmax
IPSL,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF381P,v1,day,tasmin
IPSL,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF381P,v1,day,pr
IPSL,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF381P,v1,day,tas
IPSL,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF381P,v1,day,pr
IPSL,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF381P,v1,day,tasmax
IPSL,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF381P,v1,day,tasmin
CNRM,MPI-M-MPI-ESM-LR,historical,r1i1p1,ALADIN63,v1,day,pr
CNRM,MPI-M-MPI-ESM-LR,historical,r1i1p1,ALADIN63,v1,day,tas
CNRM,MPI-M-MPI-ESM-LR,historical,r1i1p1,ALADIN63,v1,day,tasmax
CNRM,MPI-M-MPI-ESM-LR,historical,r1i1p1,ALADIN63,v1,day,tasmin
CNRM,NCC-NorESM1-M,rcp85,r1i1p1,ALADIN63,v1,day,tas
CNRM,NCC-NorESM1-M,rcp85,r1i1p1,ALADIN63,v1,day,tasmax
CNRM,NCC-NorESM1-M,rcp85,r1i1p1,ALADIN63,v1,day,tasmin
CNRM,NCC-NorESM1-M,rcp85,r1i1p1,ALADIN63,v1,day,pr
CNRM,NCC-NorESM1-M,historical,r1i1p1,ALADIN63,v1,day,pr
CNRM,NCC-NorESM1-M,historical,r1i1p1,ALADIN63,v1,day,tas
CNRM,NCC-NorESM1-M,historical,r1i1p1,ALADIN63,v1,day,tasmax
CNRM,NCC-NorESM1-M,historical,r1i1p1,ALADIN63,v1,day,tasmin
